            table_name            |            column_name            |          data_type          | is_nullable 
----------------------------------+-----------------------------------+-----------------------------+-------------
 SequelizeMeta                    | name                              | character varying           | NO
 activity_logs                    | id                                | integer                     | NO
 activity_logs                    | user_id                           | character varying           | YES
 activity_logs                    | action                            | character varying           | YES
 activity_logs                    | resource_type                     | character varying           | YES
 activity_logs                    | resource_id                       | integer                     | YES
 activity_logs                    | changes                           | jsonb                       | YES
 activity_logs                    | created_at                        | timestamp without time zone | YES
 ai_usage_logs                    | id                                | integer                     | NO
 ai_usage_logs                    | route_name                        | character varying           | YES
 ai_usage_logs                    | model_name                        | character varying           | NO
 ai_usage_logs                    | input_tokens                      | integer                     | YES
 ai_usage_logs                    | output_tokens                     | integer                     | YES
 ai_usage_logs                    | cache_creation_input_tokens       | integer                     | YES
 ai_usage_logs                    | cache_read_input_tokens           | integer                     | YES
 ai_usage_logs                    | cost_usd                          | numeric                     | YES
 ai_usage_logs                    | duration_ms                       | integer                     | YES
 ai_usage_logs                    | is_error                          | boolean                     | YES
 ai_usage_logs                    | error_type                        | character varying           | YES
 ai_usage_logs                    | created_at                        | timestamp with time zone    | YES
 amber_findings                   | id                                | uuid                        | NO
 amber_findings                   | type                              | USER-DEFINED                | NO
 amber_findings                   | severity                          | USER-DEFINED                | NO
 amber_findings                   | title                             | character varying           | NO
 amber_findings                   | description                       | text                        | NO
 amber_findings                   | evidence                          | text                        | YES
 amber_findings                   | affected_file                     | character varying           | YES
 amber_findings                   | affected_route                    | character varying           | YES
 amber_findings                   | affected_table                    | character varying           | YES
 amber_findings                   | affected_page                     | character varying           | YES
 amber_findings                   | proposed_fix                      | text                        | YES
 amber_findings                   | proposed_diff                     | text                        | YES
 amber_findings                   | fix_confidence                    | integer                     | YES
 amber_findings                   | fix_category                      | USER-DEFINED                | YES
 amber_findings                   | auto_approve_eligible             | boolean                     | NO
 amber_findings                   | auto_approve_category             | character varying           | YES
 amber_findings                   | status                            | USER-DEFINED                | NO
 amber_findings                   | execution_log                     | text                        | YES
 amber_findings                   | execution_result                  | jsonb                       | YES
 amber_findings                   | applied_at                        | timestamp with time zone    | YES
 amber_findings                   | applied_diff                      | text                        | YES
 amber_findings                   | amber_verdict                     | text                        | YES
 amber_findings                   | surfaced_in_chat                  | boolean                     | YES
 amber_findings                   | urgent                            | boolean                     | YES
 amber_findings                   | detected_by                       | character varying           | YES
 amber_findings                   | scan_run_id                       | uuid                        | YES
 amber_findings                   | created_at                        | timestamp with time zone    | NO
 amber_findings                   | updated_at                        | timestamp with time zone    | NO
 amber_scan_runs                  | id                                | uuid                        | NO
 amber_scan_runs                  | trigger                           | character varying           | NO
 amber_scan_runs                  | status                            | USER-DEFINED                | YES
 amber_scan_runs                  | findings_count                    | integer                     | YES
 amber_scan_runs                  | critical_count                    | integer                     | YES
 amber_scan_runs                  | checks_run                        | jsonb                       | YES
 amber_scan_runs                  | duration_ms                       | integer                     | YES
 amber_scan_runs                  | error                             | text                        | YES
 amber_scan_runs                  | created_at                        | timestamp with time zone    | NO
 amber_scan_runs                  | updated_at                        | timestamp with time zone    | NO
 amber_task_queue                 | id                                | uuid                        | NO
 amber_task_queue                 | title                             | character varying           | NO
 amber_task_queue                 | description                       | text                        | YES
 amber_task_queue                 | type                              | USER-DEFINED                | YES
 amber_task_queue                 | priority                          | USER-DEFINED                | YES
 amber_task_queue                 | status                            | USER-DEFINED                | YES
 amber_task_queue                 | source                            | character varying           | YES
 amber_task_queue                 | linked_finding_id                 | uuid                        | YES
 amber_task_queue                 | spec                              | text                        | YES
 amber_task_queue                 | spec_approved                     | boolean                     | YES
 amber_task_queue                 | amber_notes                       | text                        | YES
 amber_task_queue                 | created_at                        | timestamp with time zone    | NO
 amber_task_queue                 | updated_at                        | timestamp with time zone    | NO
 asset_label_map                  | id                                | uuid                        | NO
 asset_label_map                  | asset_id                          | uuid                        | NO
 asset_label_map                  | label_id                          | uuid                        | NO
 asset_label_map                  | created_at                        | timestamp with time zone    | YES
 asset_labels                     | id                                | uuid                        | NO
 asset_labels                     | name                              | character varying           | NO
 asset_labels                     | color                             | character varying           | NO
 asset_labels                     | description                       | text                        | YES
 asset_labels                     | created_at                        | timestamp with time zone    | YES
 asset_labels                     | updated_at                        | timestamp with time zone    | YES
 asset_roles                      | id                                | uuid                        | NO
 asset_roles                      | show_id                           | uuid                        | YES
 asset_roles                      | role_key                          | character varying           | NO
 asset_roles                      | role_label                        | character varying           | NO
 asset_roles                      | category                          | character varying           | YES
 asset_roles                      | icon                              | character varying           | YES
 asset_roles                      | color                             | character varying           | YES
 asset_roles                      | is_required                       | boolean                     | YES
 asset_roles                      | sort_order                        | integer                     | YES
 asset_roles                      | description                       | text                        | YES
 asset_roles                      | created_at                        | timestamp without time zone | YES
 asset_roles                      | updated_at                        | timestamp without time zone | YES
 asset_usage_log                  | id                                | uuid                        | NO
 asset_usage_log                  | asset_id                          | uuid                        | NO
 asset_usage_log                  | episode_id                        | uuid                        | YES
 asset_usage_log                  | scene_id                          | uuid                        | YES
 asset_usage_log                  | context                           | character varying           | YES
 asset_usage_log                  | used_at                           | timestamp with time zone    | NO
 assets                           | id                                | uuid                        | NO
 assets                           | asset_type                        | character varying           | NO
 assets                           | s3_key_raw                        | character varying           | YES
 assets                           | s3_key_processed                  | character varying           | YES
 assets                           | has_transparency                  | boolean                     | YES
 assets                           | width                             | integer                     | YES
 assets                           | height                            | integer                     | YES
 assets                           | file_size_bytes                   | integer                     | YES
 assets                           | content_type                      | character varying           | YES
 assets                           | uploaded_by                       | character varying           | YES
 assets                           | approval_status                   | character varying           | YES
 assets                           | metadata                          | jsonb                       | YES
 assets                           | created_at                        | timestamp with time zone    | YES
 assets                           | updated_at                        | timestamp with time zone    | YES
 assets                           | file_name                         | character varying           | YES
 assets                           | name                              | character varying           | YES
 assets                           | asset_group                       | character varying           | YES
 assets                           | purpose                           | text                        | YES
 assets                           | allowed_uses                      | text                        | YES
 assets                           | is_global                         | boolean                     | YES
 assets                           | s3_url_raw                        | text                        | YES
 assets                           | s3_url_processed                  | text                        | YES
 assets                           | media_type                        | character varying           | YES
 assets                           | deleted_at                        | timestamp without time zone | YES
 assets                           | asset_role                        | character varying           | YES
 assets                           | show_id                           | uuid                        | YES
 assets                           | asset_scope                       | character varying           | YES
 assets                           | episode_id                        | uuid                        | YES
 assets                           | processing_status                 | character varying           | YES
 assets                           | processing_metadata               | jsonb                       | YES
 assets                           | s3_url_no_bg                      | text                        | YES
 assets                           | s3_url_enhanced                   | text                        | YES
 assets                           | entity_type                       | character varying           | YES
 assets                           | category                          | character varying           | YES
 assets                           | character_name                    | character varying           | YES
 assets                           | outfit_name                       | character varying           | YES
 assets                           | outfit_era                        | character varying           | YES
 assets                           | transformation_stage              | character varying           | YES
 assets                           | first_used_episode_id             | uuid                        | YES
 assets                           | usage_count                       | integer                     | YES
 assets                           | color_palette                     | jsonb                       | YES
 assets                           | mood_tags                         | ARRAY                       | YES
 assets                           | location_name                     | character varying           | YES
 assets                           | location_version                  | integer                     | YES
 assets                           | introduced_episode_id             | uuid                        | YES
 assets                           | active_from_episode               | integer                     | YES
 assets                           | active_to_episode                 | integer                     | YES
 assets                           | file_hash                         | character varying           | YES
 author_notes                     | id                                | uuid                        | NO
 author_notes                     | entity_type                       | USER-DEFINED                | NO
 author_notes                     | entity_id                         | uuid                        | NO
 author_notes                     | note_text                         | text                        | NO
 author_notes                     | note_type                         | USER-DEFINED                | NO
 author_notes                     | visible_to_amber                  | boolean                     | YES
 author_notes                     | created_by                        | USER-DEFINED                | NO
 author_notes                     | created_at                        | timestamp with time zone    | YES
 author_notes                     | updated_at                        | timestamp with time zone    | YES
 book_series                      | id                                | uuid                        | NO
 book_series                      | universe_id                       | uuid                        | NO
 book_series                      | show_id                           | uuid                        | YES
 book_series                      | name                              | character varying           | NO
 book_series                      | description                       | text                        | YES
 book_series                      | order_index                       | integer                     | YES
 book_series                      | created_at                        | timestamp with time zone    | NO
 book_series                      | updated_at                        | timestamp with time zone    | NO
 book_series                      | deleted_at                        | timestamp with time zone    | YES
 book_series                      | protagonist_id                    | uuid                        | YES
 brain_fingerprints               | id                                | integer                     | NO
 brain_fingerprints               | brain_type                        | USER-DEFINED                | NO
 brain_fingerprints               | series_id                         | integer                     | YES
 brain_fingerprints               | entry_id                          | integer                     | NO
 brain_fingerprints               | content_hash                      | character varying           | NO
 brain_fingerprints               | title_hash                        | character varying           | YES
 brain_fingerprints               | source_document                   | character varying           | YES
 brain_fingerprints               | source_version                    | character varying           | YES
 brain_fingerprints               | status                            | USER-DEFINED                | YES
 brain_fingerprints               | superseded_by                     | integer                     | YES
 brain_fingerprints               | created_at                        | timestamp with time zone    | YES
 brain_fingerprints               | updated_at                        | timestamp with time zone    | YES
 brain_fingerprints               | deleted_at                        | timestamp with time zone    | YES
 bulk_import_jobs                 | id                                | integer                     | NO
 bulk_import_jobs                 | status                            | character varying           | NO
 bulk_import_jobs                 | total                             | integer                     | NO
 bulk_import_jobs                 | completed                         | integer                     | NO
 bulk_import_jobs                 | failed                            | integer                     | NO
 bulk_import_jobs                 | candidates                        | jsonb                       | NO
 bulk_import_jobs                 | results                           | jsonb                       | NO
 bulk_import_jobs                 | character_context                 | jsonb                       | YES
 bulk_import_jobs                 | character_key                     | character varying           | YES
 bulk_import_jobs                 | series_id                         | integer                     | YES
 bulk_import_jobs                 | error_message                     | text                        | YES
 bulk_import_jobs                 | started_at                        | timestamp with time zone    | YES
 bulk_import_jobs                 | completed_at                      | timestamp with time zone    | YES
 bulk_import_jobs                 | created_at                        | timestamp with time zone    | YES
 bulk_import_jobs                 | updated_at                        | timestamp with time zone    | YES
 calendar_event_attendees         | id                                | uuid                        | NO
 calendar_event_attendees         | event_id                          | uuid                        | NO
 calendar_event_attendees         | character_id                      | uuid                        | YES
 calendar_event_attendees         | feed_profile_id                   | uuid                        | YES
 calendar_event_attendees         | attendee_type                     | USER-DEFINED                | NO
 calendar_event_attendees         | knew_about_event_before           | boolean                     | YES
 calendar_event_attendees         | left_early                        | boolean                     | YES
 calendar_event_attendees         | what_they_experienced             | text                        | YES
 calendar_event_attendees         | author_note                       | text                        | YES
 calendar_event_attendees         | created_at                        | timestamp with time zone    | YES
 calendar_event_ripples           | id                                | uuid                        | NO
 calendar_event_ripples           | event_id                          | uuid                        | NO
 calendar_event_ripples           | affected_character_id             | uuid                        | YES
 calendar_event_ripples           | affected_feed_profile_id          | uuid                        | YES
 calendar_event_ripples           | ripple_type                       | USER-DEFINED                | NO
 calendar_event_ripples           | deep_profile_dimension            | USER-DEFINED                | YES
 calendar_event_ripples           | intensity                         | integer                     | YES
 calendar_event_ripples           | proposed_thread                   | text                        | YES
 calendar_event_ripples           | thread_confirmed                  | boolean                     | YES
 calendar_event_ripples           | created_at                        | timestamp with time zone    | YES
 career_goals                     | id                                | uuid                        | NO
 career_goals                     | show_id                           | uuid                        | NO
 career_goals                     | season_id                         | uuid                        | YES
 career_goals                     | title                             | character varying           | NO
 career_goals                     | description                       | text                        | YES
 career_goals                     | type                              | character varying           | NO
 career_goals                     | target_metric                     | character varying           | NO
 career_goals                     | target_value                      | double precision            | NO
 career_goals                     | current_value                     | double precision            | NO
 career_goals                     | starting_value                    | double precision            | YES
 career_goals                     | status                            | character varying           | NO
 career_goals                     | priority                          | integer                     | YES
 career_goals                     | unlocks_on_complete               | jsonb                       | YES
 career_goals                     | fail_consequence                  | text                        | YES
 career_goals                     | arc_id                            | uuid                        | YES
 career_goals                     | episode_range                     | jsonb                       | YES
 career_goals                     | icon                              | character varying           | YES
 career_goals                     | color                             | character varying           | YES
 career_goals                     | completed_at                      | timestamp with time zone    | YES
 career_goals                     | created_at                        | timestamp with time zone    | YES
 career_goals                     | updated_at                        | timestamp with time zone    | YES
 career_goals                     | deleted_at                        | timestamp with time zone    | YES
 character_arcs                   | id                                | uuid                        | NO
 character_arcs                   | character_key                     | character varying           | NO
 character_arcs                   | registry_id                       | uuid                        | YES
 character_arcs                   | wound_clock                       | integer                     | NO
 character_arcs                   | stakes_level                      | integer                     | NO
 character_arcs                   | visibility_score                  | integer                     | NO
 character_arcs                   | david_silence_counter             | integer                     | NO
 character_arcs                   | phone_appearances                 | integer                     | NO
 character_arcs                   | bleed_generated                   | boolean                     | NO
 character_arcs                   | created_at                        | timestamp with time zone    | YES
 character_arcs                   | updated_at                        | timestamp with time zone    | YES
 character_crossings              | id                                | uuid                        | NO
 character_crossings              | character_id                      | uuid                        | NO
 character_crossings              | crossing_date                     | uuid                        | YES
 character_crossings              | calendar_event_id                 | uuid                        | YES
 character_crossings              | trigger                           | text                        | YES
 character_crossings              | initial_feed_state                | character varying           | YES
 character_crossings              | performance_gap_score             | integer                     | YES
 character_crossings              | gap_proposed_by_amber             | text                        | YES
 character_crossings              | gap_confirmed                     | boolean                     | YES
 character_crossings              | created_at                        | timestamp with time zone    | YES
 character_crossings              | updated_at                        | timestamp with time zone    | YES
 character_entanglements          | id                                | uuid                        | NO
 character_entanglements          | character_id                      | uuid                        | NO
 character_entanglements          | profile_id                        | integer                     | NO
 character_entanglements          | dimension                         | USER-DEFINED                | NO
 character_entanglements          | intensity                         | USER-DEFINED                | NO
 character_entanglements          | directionality                    | USER-DEFINED                | NO
 character_entanglements          | entanglement_type                 | USER-DEFINED                | NO
 character_entanglements          | is_active                         | boolean                     | NO
 character_entanglements          | turbulence_flag                   | boolean                     | NO
 character_entanglements          | turbulence_reason                 | text                        | YES
 character_entanglements          | amber_proposed                    | boolean                     | NO
 character_entanglements          | notes                             | text                        | YES
 character_entanglements          | created_at                        | timestamp with time zone    | NO
 character_entanglements          | updated_at                        | timestamp with time zone    | NO
 character_entanglements          | what_they_want                    | text                        | YES
 character_entanglements          | want_category                     | USER-DEFINED                | YES
 character_follow_profiles        | id                                | integer                     | NO
 character_follow_profiles        | character_key                     | character varying           | NO
 character_follow_profiles        | character_name                    | character varying           | NO
 character_follow_profiles        | registry_character_id             | uuid                        | YES
 character_follow_profiles        | category_affinity                 | jsonb                       | NO
 character_follow_profiles        | archetype_affinity                | jsonb                       | NO
 character_follow_profiles        | motivation_weights                | jsonb                       | NO
 character_follow_profiles        | drama_bonus                       | double precision            | NO
 character_follow_profiles        | adult_penalty                     | double precision            | NO
 character_follow_profiles        | same_platform_bonus               | jsonb                       | NO
 character_follow_profiles        | follower_tier_affinity            | jsonb                       | NO
 character_follow_profiles        | base_follow_threshold             | double precision            | NO
 character_follow_profiles        | consumption_style                 | character varying           | YES
 character_follow_profiles        | consumption_context               | text                        | YES
 character_follow_profiles        | has_social_presence               | boolean                     | NO
 character_follow_profiles        | generated_from_dna                | boolean                     | NO
 character_follow_profiles        | generation_reasoning              | text                        | YES
 character_follow_profiles        | hand_tuned                        | boolean                     | NO
 character_follow_profiles        | created_at                        | timestamp with time zone    | YES
 character_follow_profiles        | updated_at                        | timestamp with time zone    | YES
 character_growth_log             | id                                | integer                     | NO
 character_growth_log             | character_id                      | uuid                        | NO
 character_growth_log             | story_id                          | uuid                        | YES
 character_growth_log             | scene_proposal_id                 | integer                     | YES
 character_growth_log             | field_updated                     | character varying           | NO
 character_growth_log             | previous_value                    | text                        | YES
 character_growth_log             | new_value                         | text                        | NO
 character_growth_log             | update_type                       | USER-DEFINED                | YES
 character_growth_log             | growth_source                     | text                        | YES
 character_growth_log             | author_reviewed                   | boolean                     | YES
 character_growth_log             | author_decision                   | USER-DEFINED                | YES
 character_growth_log             | author_note                       | text                        | YES
 character_growth_log             | reviewed_at                       | timestamp with time zone    | YES
 character_growth_log             | created_at                        | timestamp with time zone    | NO
 character_growth_log             | updated_at                        | timestamp with time zone    | NO
 character_growth_log             | deleted_at                        | timestamp with time zone    | YES
 character_registries             | id                                | uuid                        | NO
 character_registries             | show_id                           | uuid                        | YES
 character_registries             | title                             | character varying           | NO
 character_registries             | book_tag                          | character varying           | YES
 character_registries             | description                       | text                        | YES
 character_registries             | core_rule                         | text                        | YES
 character_registries             | status                            | USER-DEFINED                | YES
 character_registries             | created_at                        | timestamp with time zone    | NO
 character_registries             | updated_at                        | timestamp with time zone    | NO
 character_registries             | deleted_at                        | timestamp with time zone    | YES
 character_relationships          | id                                | uuid                        | NO
 character_relationships          | character_id_a                    | uuid                        | NO
 character_relationships          | character_id_b                    | uuid                        | NO
 character_relationships          | relationship_type                 | character varying           | NO
 character_relationships          | connection_mode                   | character varying           | NO
 character_relationships          | lala_connection                   | character varying           | NO
 character_relationships          | status                            | character varying           | NO
 character_relationships          | notes                             | text                        | YES
 character_relationships          | created_at                        | timestamp with time zone    | NO
 character_relationships          | updated_at                        | timestamp with time zone    | NO
 character_relationships          | situation                         | text                        | YES
 character_relationships          | tension_state                     | character varying           | YES
 character_relationships          | pain_point_category               | character varying           | YES
 character_relationships          | lala_mirror                       | text                        | YES
 character_relationships          | career_echo_potential             | text                        | YES
 character_relationships          | confirmed                         | boolean                     | NO
 character_relationships          | family_role                       | character varying           | YES
 character_relationships          | is_blood_relation                 | boolean                     | NO
 character_relationships          | is_romantic                       | boolean                     | NO
 character_relationships          | conflict_summary                  | text                        | YES
 character_relationships          | knows_about_connection            | boolean                     | NO
 character_relationships          | role_tag                          | character varying           | YES
 character_relationships          | source_knows                      | text                        | YES
 character_relationships          | target_knows                      | text                        | YES
 character_relationships          | reader_knows                      | text                        | YES
 character_relationships          | deleted_at                        | timestamp with time zone    | YES
 character_relationships_extended | id                                | uuid                        | NO
 character_relationships_extended | character_id                      | uuid                        | NO
 character_relationships_extended | related_character_id              | uuid                        | YES
 character_relationships_extended | related_character_name            | character varying           | YES
 character_relationships_extended | related_character_source          | character varying           | YES
 character_relationships_extended | relationship_type                 | character varying           | YES
 character_relationships_extended | family_role                       | character varying           | YES
 character_relationships_extended | history_summary                   | text                        | YES
 character_relationships_extended | current_status                    | character varying           | YES
 character_relationships_extended | tension_state                     | character varying           | YES
 character_relationships_extended | romantic_eligible                 | boolean                     | YES
 character_relationships_extended | knows_about_transfer              | boolean                     | YES
 character_relationships_extended | series_layer                      | character varying           | YES
 character_relationships_extended | notes                             | text                        | YES
 character_relationships_extended | created_at                        | timestamp with time zone    | YES
 character_relationships_extended | updated_at                        | timestamp with time zone    | YES
 character_sparks                 | id                                | uuid                        | NO
 character_sparks                 | name                              | character varying           | NO
 character_sparks                 | desire_line                       | text                        | NO
 character_sparks                 | wound                             | text                        | NO
 character_sparks                 | prefill_result                    | jsonb                       | YES
 character_sparks                 | status                            | character varying           | NO
 character_sparks                 | registry_character_id             | uuid                        | YES
 character_sparks                 | registry_id                       | uuid                        | YES
 character_sparks                 | created_at                        | timestamp with time zone    | YES
 character_sparks                 | updated_at                        | timestamp with time zone    | YES
 character_sparks                 | deleted_at                        | timestamp with time zone    | YES
 character_state                  | id                                | uuid                        | NO
 character_state                  | show_id                           | uuid                        | NO
 character_state                  | season_id                         | uuid                        | YES
 character_state                  | character_key                     | character varying           | NO
 character_state                  | coins                             | integer                     | YES
 character_state                  | reputation                        | integer                     | YES
 character_state                  | brand_trust                       | integer                     | YES
 character_state                  | influence                         | integer                     | YES
 character_state                  | stress                            | integer                     | YES
 character_state                  | last_applied_episode_id           | uuid                        | YES
 character_state                  | created_at                        | timestamp with time zone    | YES
 character_state                  | updated_at                        | timestamp with time zone    | YES
 character_state_history          | id                                | uuid                        | NO
 character_state_history          | show_id                           | uuid                        | NO
 character_state_history          | season_id                         | uuid                        | YES
 character_state_history          | character_key                     | character varying           | NO
 character_state_history          | episode_id                        | uuid                        | YES
 character_state_history          | evaluation_id                     | uuid                        | YES
 character_state_history          | source                            | USER-DEFINED                | NO
 character_state_history          | deltas_json                       | jsonb                       | NO
 character_state_history          | state_after_json                  | jsonb                       | YES
 character_state_history          | notes                             | text                        | YES
 character_state_history          | created_at                        | timestamp with time zone    | YES
 character_therapy_profiles       | id                                | uuid                        | NO
 character_therapy_profiles       | character_id                      | uuid                        | NO
 character_therapy_profiles       | emotional_state                   | jsonb                       | YES
 character_therapy_profiles       | baseline                          | jsonb                       | YES
 character_therapy_profiles       | known                             | jsonb                       | YES
 character_therapy_profiles       | sensed                            | jsonb                       | YES
 character_therapy_profiles       | never_knows                       | jsonb                       | YES
 character_therapy_profiles       | deja_vu_events                    | jsonb                       | YES
 character_therapy_profiles       | primary_defense                   | character varying           | YES
 character_therapy_profiles       | sessions_completed                | integer                     | YES
 character_therapy_profiles       | session_log_history               | jsonb                       | YES
 character_therapy_profiles       | created_at                        | timestamp with time zone    | NO
 character_therapy_profiles       | updated_at                        | timestamp with time zone    | NO
 characters                       | id                                | uuid                        | NO
 characters                       | show_id                           | uuid                        | NO
 characters                       | name                              | character varying           | NO
 characters                       | role                              | character varying           | NO
 characters                       | display_name                      | character varying           | YES
 characters                       | avatar_asset_id                   | uuid                        | YES
 characters                       | metadata                          | jsonb                       | YES
 characters                       | created_at                        | timestamp with time zone    | NO
 characters                       | updated_at                        | timestamp with time zone    | NO
 characters                       | world                             | character varying           | YES
 composition_assets               | id                                | uuid                        | NO
 composition_assets               | composition_id                    | uuid                        | NO
 composition_assets               | asset_id                          | uuid                        | NO
 composition_assets               | asset_role                        | character varying           | YES
 composition_assets               | position                          | integer                     | YES
