            table_name            |            column_name            |          data_type          | is_nullable 
 entanglement_unfollows           | author_confirmed                  | boolean                     | NO
 entanglement_unfollows           | notes                             | text                        | YES
 entanglement_unfollows           | created_at                        | timestamp with time zone    | NO
 entanglement_unfollows           | updated_at                        | timestamp with time zone    | NO
 episode_assets                   | id                                | uuid                        | NO
 episode_assets                   | episode_id                        | uuid                        | NO
 episode_assets                   | asset_id                          | uuid                        | NO
 episode_assets                   | usage_type                        | character varying           | NO
 episode_assets                   | scene_number                      | integer                     | YES
 episode_assets                   | display_order                     | integer                     | YES
 episode_assets                   | metadata                          | jsonb                       | YES
 episode_assets                   | created_at                        | timestamp with time zone    | YES
 episode_assets                   | updated_at                        | timestamp with time zone    | YES
 episode_assets                   | deleted_at                        | timestamp with time zone    | YES
 episode_briefs                   | id                                | uuid                        | NO
 episode_briefs                   | episode_id                        | uuid                        | NO
 episode_briefs                   | show_id                           | uuid                        | YES
 episode_briefs                   | arc_number                        | integer                     | YES
 episode_briefs                   | position_in_arc                   | integer                     | YES
 episode_briefs                   | episode_archetype                 | USER-DEFINED                | YES
 episode_briefs                   | narrative_purpose                 | text                        | YES
 episode_briefs                   | designed_intent                   | USER-DEFINED                | YES
 episode_briefs                   | allowed_outcomes                  | jsonb                       | YES
 episode_briefs                   | forward_hook                      | text                        | YES
 episode_briefs                   | lala_state_snapshot               | jsonb                       | YES
 episode_briefs                   | event_id                          | uuid                        | YES
 episode_briefs                   | event_difficulty                  | jsonb                       | YES
 episode_briefs                   | status                            | USER-DEFINED                | NO
 episode_briefs                   | ai_generated_at                   | timestamp with time zone    | YES
 episode_briefs                   | created_at                        | timestamp with time zone    | NO
 episode_briefs                   | updated_at                        | timestamp with time zone    | NO
 episode_briefs                   | deleted_at                        | timestamp with time zone    | YES
 episode_briefs                   | outfit_set_id                     | uuid                        | YES
 episode_briefs                   | beat_outline                      | jsonb                       | YES
 episode_briefs                   | invitation_asset_id               | uuid                        | YES
 episode_briefs                   | season_id                         | uuid                        | YES
 episode_briefs                   | arc_id                            | uuid                        | YES
 episode_briefs                   | narrative_chain                   | jsonb                       | YES
 episode_briefs                   | canon_consequences                | jsonb                       | YES
 episode_briefs                   | career_context                    | jsonb                       | YES
 episode_briefs                   | event_metadata                    | jsonb                       | YES
 episode_outfit_items             | id                                | uuid                        | NO
 episode_outfit_items             | episode_outfit_id                 | uuid                        | NO
 episode_outfit_items             | wardrobe_item_id                  | uuid                        | NO
 episode_outfit_items             | position                          | integer                     | NO
 episode_outfit_items             | required                          | boolean                     | NO
 episode_outfit_items             | notes                             | text                        | YES
 episode_outfit_items             | created_at                        | timestamp with time zone    | NO
 episode_outfits                  | id                                | uuid                        | NO
 episode_outfits                  | episode_id                        | uuid                        | NO
 episode_outfits                  | name                              | character varying           | NO
 episode_outfits                  | description                       | text                        | YES
 episode_outfits                  | source_outfit_set_id              | integer                     | YES
 episode_outfits                  | character                         | character varying           | NO
 episode_outfits                  | scene_ids                         | jsonb                       | YES
 episode_outfits                  | occasion                          | character varying           | YES
 episode_outfits                  | notes                             | text                        | YES
 episode_outfits                  | is_favorite                       | boolean                     | NO
 episode_outfits                  | created_at                        | timestamp with time zone    | NO
 episode_outfits                  | updated_at                        | timestamp with time zone    | NO
 episode_outfits                  | deleted_at                        | timestamp with time zone    | YES
 episode_scenes                   | id                                | uuid                        | NO
 episode_scenes                   | episode_id                        | uuid                        | NO
 episode_scenes                   | scene_library_id                  | uuid                        | YES
 episode_scenes                   | scene_order                       | integer                     | NO
 episode_scenes                   | trim_start                        | numeric                     | YES
 episode_scenes                   | trim_end                          | numeric                     | YES
 episode_scenes                   | scene_type                        | character varying           | YES
 episode_scenes                   | episode_notes                     | text                        | YES
 episode_scenes                   | type                              | character varying           | YES
 episode_scenes                   | manual_duration_seconds           | numeric                     | YES
 episode_scenes                   | title_override                    | character varying           | YES
 episode_scenes                   | note_text                         | text                        | YES
 episode_scenes                   | added_by                          | character varying           | YES
 episode_scenes                   | last_edited_at                    | timestamp without time zone | YES
 episode_scenes                   | created_at                        | timestamp without time zone | NO
 episode_scenes                   | updated_at                        | timestamp without time zone | NO
 episode_scenes                   | deleted_at                        | timestamp without time zone | YES
 episode_scripts                  | episode_id                        | uuid                        | NO
 episode_scripts                  | script_type                       | character varying           | NO
 episode_scripts                  | version_number                    | integer                     | NO
 episode_scripts                  | version_label                     | character varying           | YES
 episode_scripts                  | author                            | character varying           | YES
 episode_scripts                  | status                            | character varying           | YES
 episode_scripts                  | duration                          | integer                     | YES
 episode_scripts                  | scene_count                       | integer                     | YES
 episode_scripts                  | content                           | text                        | YES
 episode_scripts                  | file_format                       | character varying           | YES
 episode_scripts                  | file_url                          | character varying           | YES
 episode_scripts                  | file_size                         | bigint                      | YES
 episode_scripts                  | is_primary                        | boolean                     | YES
 episode_scripts                  | is_latest                         | boolean                     | YES
 episode_scripts                  | scene_markers                     | jsonb                       | YES
 episode_scripts                  | created_by                        | character varying           | YES
 episode_scripts                  | created_at                        | timestamp with time zone    | YES
 episode_scripts                  | updated_at                        | timestamp with time zone    | YES
 episode_scripts                  | deleted_at                        | timestamp with time zone    | YES
 episode_scripts                  | id                                | uuid                        | NO
 episode_scripts                  | version                           | integer                     | NO
 episode_templates                | id                                | uuid                        | NO
 episode_templates                | name                              | character varying           | NO
 episode_templates                | description                       | text                        | YES
 episode_templates                | category                          | character varying           | YES
 episode_templates                | structure                         | jsonb                       | YES
 episode_templates                | default_metadata                  | jsonb                       | YES
 episode_templates                | thumbnail_url                     | text                        | YES
 episode_templates                | is_public                         | boolean                     | NO
 episode_templates                | created_by                        | character varying           | YES
 episode_templates                | created_at                        | timestamp without time zone | NO
 episode_templates                | updated_at                        | timestamp without time zone | NO
 episode_templates                | createdAt                         | timestamp without time zone | YES
 episode_templates                | updatedAt                         | timestamp without time zone | YES
 episode_templates                | createdBy                         | character varying           | YES
 episode_templates                | isPublic                          | boolean                     | YES
 episode_templates                | thumbnailUrl                      | text                        | YES
 episode_templates                | defaultMetadata                   | jsonb                       | YES
 episode_templates                | slug                              | character varying           | YES
 episode_templates                | default_status                    | character varying           | YES
 episode_templates                | default_categories                | jsonb                       | YES
 episode_templates                | default_duration                  | integer                     | YES
 episode_templates                | config                            | jsonb                       | YES
 episode_templates                | icon                              | character varying           | YES
 episode_templates                | color                             | character varying           | YES
 episode_templates                | sort_order                        | integer                     | YES
 episode_templates                | is_active                         | boolean                     | YES
 episode_templates                | use_count                         | integer                     | YES
 episode_templates                | last_used_at                      | timestamp without time zone | YES
 episode_templates                | usage_count                       | integer                     | YES
 episode_templates                | is_default                        | boolean                     | YES
 episode_templates                | is_system_template                | boolean                     | YES
 episode_templates                | updated_by                        | character varying           | YES
 episode_templates                | deleted_at                        | timestamp without time zone | YES
 episode_todo_lists               | id                                | uuid                        | NO
 episode_todo_lists               | episode_id                        | uuid                        | NO
 episode_todo_lists               | show_id                           | uuid                        | YES
 episode_todo_lists               | event_id                          | uuid                        | YES
 episode_todo_lists               | tasks                             | jsonb                       | NO
 episode_todo_lists               | asset_id                          | uuid                        | YES
 episode_todo_lists               | asset_url                         | text                        | YES
 episode_todo_lists               | generated_by                      | character varying           | YES
 episode_todo_lists               | status                            | USER-DEFINED                | NO
 episode_todo_lists               | created_at                        | timestamp with time zone    | NO
 episode_todo_lists               | updated_at                        | timestamp with time zone    | NO
 episode_todo_lists               | deleted_at                        | timestamp with time zone    | YES
 episode_todo_lists               | social_tasks                      | jsonb                       | YES
 episode_todo_lists               | financial_summary                 | jsonb                       | YES
 episode_wardrobe                 | id                                | uuid                        | NO
 episode_wardrobe                 | episode_id                        | uuid                        | NO
 episode_wardrobe                 | wardrobe_id                       | uuid                        | NO
 episode_wardrobe                 | scene                             | character varying           | YES
 episode_wardrobe                 | worn_at                           | timestamp with time zone    | YES
 episode_wardrobe                 | notes                             | text                        | YES
 episode_wardrobe                 | created_at                        | timestamp with time zone    | YES
 episode_wardrobe                 | updated_at                        | timestamp with time zone    | YES
 episode_wardrobe                 | scene_id                          | uuid                        | YES
 episode_wardrobe                 | is_episode_favorite               | boolean                     | NO
 episode_wardrobe                 | times_worn                        | integer                     | NO
 episode_wardrobe_defaults        | id                                | uuid                        | NO
 episode_wardrobe_defaults        | episode_id                        | uuid                        | NO
 episode_wardrobe_defaults        | character_name                    | character varying           | NO
 episode_wardrobe_defaults        | default_outfit_asset_id           | uuid                        | YES
 episode_wardrobe_defaults        | created_at                        | timestamp with time zone    | NO
 episode_wardrobe_defaults        | updated_at                        | timestamp with time zone    | NO
 episodes                         | episode_number                    | integer                     | YES
 episodes                         | title                             | character varying           | NO
 episodes                         | description                       | text                        | YES
 episodes                         | director                          | character varying           | YES
 episodes                         | writer                            | character varying           | YES
 episodes                         | duration_minutes                  | integer                     | YES
 episodes                         | rating                            | numeric                     | YES
 episodes                         | genre                             | character varying           | YES
 episodes                         | thumbnail_url                     | character varying           | YES
 episodes                         | poster_url                        | character varying           | YES
 episodes                         | video_url                         | character varying           | YES
 episodes                         | raw_video_s3_key                  | character varying           | YES
 episodes                         | processed_video_s3_key            | character varying           | YES
 episodes                         | metadata_json_s3_key              | character varying           | YES
 episodes                         | processing_status                 | USER-DEFINED                | YES
 episodes                         | upload_date                       | timestamp with time zone    | YES
 episodes                         | last_modified                     | timestamp with time zone    | YES
 episodes                         | deleted_at                        | timestamp with time zone    | YES
 episodes                         | show_id                           | uuid                        | YES
 episodes                         | status                            | character varying           | YES
 episodes                         | created_at                        | timestamp without time zone | YES
 episodes                         | updated_at                        | timestamp without time zone | YES
 episodes                         | categories                        | jsonb                       | YES
 episodes                         | id                                | uuid                        | NO
 episodes                         | new_id                            | uuid                        | YES
 episodes                         | air_date                          | date                        | YES
 episodes                         | current_ai_edit_plan_id           | uuid                        | YES
 episodes                         | platform                          | character varying           | YES
 episodes                         | width                             | integer                     | YES
 episodes                         | height                            | integer                     | YES
 episodes                         | aspect_ratio                      | character varying           | YES
 episodes                         | timeline_data                     | jsonb                       | YES
 episodes                         | script_content                    | text                        | YES
 episodes                         | evaluation_json                   | jsonb                       | YES
 episodes                         | evaluation_status                 | character varying           | YES
 episodes                         | formula_version                   | character varying           | YES
 episodes                         | browse_pool_json                  | jsonb                       | YES
 episodes                         | season_number                     | integer                     | YES
 episodes                         | total_income                      | numeric                     | YES
 episodes                         | total_expenses                    | numeric                     | YES
 episodes                         | financial_score                   | integer                     | YES
 episodes                         | distribution_metadata             | jsonb                       | YES
 feed_moments                     | id                                | uuid                        | NO
 feed_moments                     | show_id                           | uuid                        | NO
 feed_moments                     | episode_id                        | uuid                        | NO
 feed_moments                     | event_id                          | uuid                        | YES
 feed_moments                     | beat_number                       | integer                     | NO
 feed_moments                     | beat_context                      | text                        | YES
 feed_moments                     | trigger_profile_id                | integer                     | YES
 feed_moments                     | trigger_handle                    | character varying           | YES
 feed_moments                     | trigger_action                    | character varying           | YES
 feed_moments                     | phone_screen_type                 | character varying           | YES
 feed_moments                     | screen_content                    | text                        | YES
 feed_moments                     | screen_image_desc                 | text                        | YES
 feed_moments                     | asset_type                        | character varying           | YES
 feed_moments                     | asset_role                        | character varying           | YES
 feed_moments                     | justawoman_line                   | text                        | YES
 feed_moments                     | justawoman_action                 | character varying           | YES
 feed_moments                     | lala_line                         | text                        | YES
 feed_moments                     | lala_internal                     | text                        | YES
 feed_moments                     | direction                         | text                        | YES
 feed_moments                     | financial_context                 | jsonb                       | YES
 feed_moments                     | emotional_shift                   | character varying           | YES
 feed_moments                     | behavior_change                   | text                        | YES
 feed_moments                     | feeds_into_beat                   | integer                     | YES
 feed_moments                     | sort_order                        | integer                     | YES
 feed_moments                     | created_at                        | timestamp with time zone    | NO
 feed_moments                     | updated_at                        | timestamp with time zone    | NO
 feed_moments                     | deleted_at                        | timestamp with time zone    | YES
 feed_posts                       | id                                | uuid                        | NO
 feed_posts                       | show_id                           | uuid                        | NO
 feed_posts                       | episode_id                        | uuid                        | YES
 feed_posts                       | event_id                          | uuid                        | YES
 feed_posts                       | opportunity_id                    | uuid                        | YES
 feed_posts                       | social_profile_id                 | integer                     | YES
 feed_posts                       | poster_handle                     | character varying           | NO
 feed_posts                       | poster_display_name               | character varying           | YES
 feed_posts                       | poster_platform                   | character varying           | YES
 feed_posts                       | post_type                         | character varying           | NO
 feed_posts                       | content_text                      | text                        | YES
 feed_posts                       | image_description                 | text                        | YES
 feed_posts                       | image_url                         | text                        | YES
 feed_posts                       | likes                             | integer                     | YES
 feed_posts                       | comments_count                    | integer                     | YES
 feed_posts                       | shares                            | integer                     | YES
 feed_posts                       | sample_comments                   | jsonb                       | YES
 feed_posts                       | posted_at                         | timestamp with time zone    | YES
 feed_posts                       | timeline_position                 | character varying           | YES
 feed_posts                       | narrative_function                | character varying           | YES
 feed_posts                       | lala_reaction                     | text                        | YES
 feed_posts                       | lala_internal_thought             | text                        | YES
 feed_posts                       | emotional_impact                  | character varying           | YES
 feed_posts                       | ai_generated                      | boolean                     | NO
 feed_posts                       | generation_model                  | character varying           | YES
 feed_posts                       | sort_order                        | integer                     | YES
 feed_posts                       | created_at                        | timestamp with time zone    | NO
 feed_posts                       | updated_at                        | timestamp with time zone    | NO
 feed_posts                       | deleted_at                        | timestamp with time zone    | YES
 feed_posts                       | is_viral                          | boolean                     | NO
 feed_posts                       | viral_reach                       | integer                     | YES
 feed_posts                       | engagement_velocity               | double precision            | YES
 feed_posts                       | trending_topic                    | character varying           | YES
 feed_posts                       | thread_id                         | uuid                        | YES
 feed_posts                       | parent_post_id                    | uuid                        | YES
 feed_posts                       | ripple_effect                     | jsonb                       | YES
 feed_posts                       | audience_sentiment                | character varying           | YES
 feed_posts                       | poster_creator_name               | character varying           | YES
 feed_profile_relationships       | id                                | uuid                        | NO
 feed_profile_relationships       | influencer_a_id                   | integer                     | NO
 feed_profile_relationships       | influencer_b_id                   | integer                     | NO
 feed_profile_relationships       | relationship_type                 | USER-DEFINED                | NO
 feed_profile_relationships       | is_public                         | boolean                     | YES
 feed_profile_relationships       | story_position                    | uuid                        | YES
 feed_profile_relationships       | notes                             | text                        | YES
 feed_profile_relationships       | created_at                        | timestamp with time zone    | YES
 feed_profile_relationships       | updated_at                        | timestamp with time zone    | YES
 financial_transactions           | id                                | uuid                        | NO
 financial_transactions           | show_id                           | uuid                        | NO
 financial_transactions           | episode_id                        | uuid                        | YES
 financial_transactions           | event_id                          | uuid                        | YES
 financial_transactions           | type                              | character varying           | NO
 financial_transactions           | category                          | character varying           | NO
 financial_transactions           | amount                            | numeric                     | NO
 financial_transactions           | description                       | text                        | YES
 financial_transactions           | source_type                       | character varying           | YES
 financial_transactions           | source_id                         | uuid                        | YES
 financial_transactions           | source_name                       | character varying           | YES
 financial_transactions           | balance_before                    | numeric                     | YES
 financial_transactions           | balance_after                     | numeric                     | YES
 financial_transactions           | metadata                          | jsonb                       | YES
 financial_transactions           | status                            | character varying           | NO
 financial_transactions           | created_at                        | timestamp with time zone    | NO
 financial_transactions           | updated_at                        | timestamp with time zone    | NO
 financial_transactions           | deleted_at                        | timestamp with time zone    | YES
 franchise_knowledge              | id                                | integer                     | NO
 franchise_knowledge              | content                           | text                        | NO
 franchise_knowledge              | title                             | character varying           | NO
 franchise_knowledge              | category                          | USER-DEFINED                | NO
 franchise_knowledge              | severity                          | USER-DEFINED                | NO
 franchise_knowledge              | applies_to                        | jsonb                       | YES
 franchise_knowledge              | always_inject                     | boolean                     | YES
 franchise_knowledge              | source_document                   | character varying           | YES
 franchise_knowledge              | source_version                    | character varying           | YES
 franchise_knowledge              | extracted_by                      | USER-DEFINED                | YES
 franchise_knowledge              | status                            | USER-DEFINED                | YES
 franchise_knowledge              | superseded_by                     | integer                     | YES
 franchise_knowledge              | review_note                       | text                        | YES
 franchise_knowledge              | injection_count                   | integer                     | YES
 franchise_knowledge              | last_injected_at                  | timestamp with time zone    | YES
 franchise_knowledge              | created_at                        | timestamp with time zone    | NO
 franchise_knowledge              | updated_at                        | timestamp with time zone    | NO
 franchise_knowledge              | deleted_at                        | timestamp with time zone    | YES
 franchise_tech_knowledge         | id                                | integer                     | NO
 franchise_tech_knowledge         | title                             | character varying           | NO
 franchise_tech_knowledge         | content                           | text                        | NO
 franchise_tech_knowledge         | category                          | USER-DEFINED                | YES
 franchise_tech_knowledge         | severity                          | USER-DEFINED                | YES
 franchise_tech_knowledge         | applies_to                        | jsonb                       | YES
 franchise_tech_knowledge         | source_document                   | character varying           | YES
 franchise_tech_knowledge         | source_version                    | character varying           | YES
 franchise_tech_knowledge         | status                            | USER-DEFINED                | YES
 franchise_tech_knowledge         | extracted_by                      | USER-DEFINED                | YES
 franchise_tech_knowledge         | injection_count                   | integer                     | YES
 franchise_tech_knowledge         | last_injected_at                  | timestamp with time zone    | YES
 franchise_tech_knowledge         | created_at                        | timestamp with time zone    | NO
 franchise_tech_knowledge         | updated_at                        | timestamp with time zone    | NO
 franchise_tech_knowledge         | deleted_at                        | timestamp with time zone    | YES
 generation_jobs                  | id                                | uuid                        | NO
 generation_jobs                  | job_type                          | USER-DEFINED                | NO
 generation_jobs                  | status                            | USER-DEFINED                | NO
 generation_jobs                  | scene_set_id                      | uuid                        | NO
 generation_jobs                  | scene_angle_id                    | uuid                        | YES
 generation_jobs                  | payload                           | jsonb                       | YES
 generation_jobs                  | result                            | jsonb                       | YES
 generation_jobs                  | error                             | text                        | YES
 generation_jobs                  | priority                          | integer                     | NO
 generation_jobs                  | attempts                          | integer                     | NO
 generation_jobs                  | max_attempts                      | integer                     | NO
 generation_jobs                  | started_at                        | timestamp with time zone    | YES
 generation_jobs                  | completed_at                      | timestamp with time zone    | YES
 generation_jobs                  | created_at                        | timestamp with time zone    | NO
 generation_jobs                  | updated_at                        | timestamp with time zone    | NO
 generation_jobs                  | deleted_at                        | timestamp with time zone    | YES
 hair_library                     | id                                | uuid                        | NO
 hair_library                     | show_id                           | uuid                        | NO
 hair_library                     | name                              | character varying           | NO
 hair_library                     | description                       | text                        | YES
 hair_library                     | vibe_tags                         | jsonb                       | YES
 hair_library                     | occasion_tags                     | jsonb                       | YES
 hair_library                     | event_types                       | jsonb                       | YES
 hair_library                     | reference_photo_url               | character varying           | YES
 hair_library                     | color_state                       | character varying           | YES
 hair_library                     | length                            | character varying           | YES
 hair_library                     | texture                           | character varying           | YES
 hair_library                     | career_echo_potential             | text                        | YES
 hair_library                     | is_justAWoman_style               | boolean                     | YES
 hair_library                     | is_active                         | boolean                     | YES
 hair_library                     | sort_order                        | integer                     | YES
 hair_library                     | created_at                        | timestamp with time zone    | NO
 hair_library                     | updated_at                        | timestamp with time zone    | NO
 intimate_scenes                  | id                                | uuid                        | NO
 intimate_scenes                  | character_a_id                    | uuid                        | NO
 intimate_scenes                  | character_b_id                    | uuid                        | YES
 intimate_scenes                  | character_a_name                  | character varying           | NO
 intimate_scenes                  | character_b_name                  | character varying           | YES
 intimate_scenes                  | book_id                           | uuid                        | YES
 intimate_scenes                  | chapter_id                        | uuid                        | YES
 intimate_scenes                  | scene_type                        | character varying           | NO
 intimate_scenes                  | location                          | text                        | YES
 intimate_scenes                  | world_context                     | text                        | YES
 intimate_scenes                  | emotional_state_a                 | text                        | YES
 intimate_scenes                  | emotional_state_b                 | text                        | YES
 intimate_scenes                  | career_stage                      | character varying           | YES
 intimate_scenes                  | trigger_tension                   | character varying           | YES
 intimate_scenes                  | approach_text                     | text                        | YES
 intimate_scenes                  | scene_text                        | text                        | YES
 intimate_scenes                  | aftermath_text                    | text                        | YES
 intimate_scenes                  | full_text                         | text                        | YES
 intimate_scenes                  | word_count                        | integer                     | YES
 intimate_scenes                  | intensity                         | character varying           | YES
 intimate_scenes                  | relationship_shift                | text                        | YES
 intimate_scenes                  | tension_updated                   | boolean                     | YES
 intimate_scenes                  | new_tension_state                 | character varying           | YES
 intimate_scenes                  | scene_logged                      | boolean                     | YES
 intimate_scenes                  | memory_extracted                  | boolean                     | YES
 intimate_scenes                  | continuation_generated            | boolean                     | YES
 intimate_scenes                  | status                            | character varying           | YES
 intimate_scenes                  | created_at                        | timestamp with time zone    | NO
 intimate_scenes                  | updated_at                        | timestamp with time zone    | NO
 intimate_scenes                  | deleted_at                        | timestamp with time zone    | YES
 lala_emergence_scenes            | id                                | uuid                        | NO
 lala_emergence_scenes            | line_id                           | uuid                        | NO
 lala_emergence_scenes            | chapter_id                        | uuid                        | NO
 lala_emergence_scenes            | book_id                           | uuid                        | NO
 lala_emergence_scenes            | line_order                        | integer                     | YES
 lala_emergence_scenes            | line_content                      | text                        | NO
 lala_emergence_scenes            | chapter_title                     | character varying           | YES
 lala_emergence_scenes            | emotional_context                 | text                        | YES
 lala_emergence_scenes            | scene_type                        | character varying           | NO
 lala_emergence_scenes            | confirmed                         | boolean                     | NO
 lala_emergence_scenes            | notes                             | text                        | YES
 lala_emergence_scenes            | canon_tier                        | character varying           | NO
 lala_emergence_scenes            | detection_method                  | character varying           | NO
 lala_emergence_scenes            | franchise_anchor                  | boolean                     | NO
 lala_emergence_scenes            | created_at                        | timestamp with time zone    | NO
 lala_emergence_scenes            | updated_at                        | timestamp with time zone    | NO
 lalaverse_brands                 | id                                | uuid                        | NO
 lalaverse_brands                 | slug                              | character varying           | NO
 lalaverse_brands                 | name                              | character varying           | NO
 lalaverse_brands                 | type                              | character varying           | YES
 lalaverse_brands                 | category                          | character varying           | YES
 lalaverse_brands                 | description                       | text                        | YES
 lalaverse_brands                 | aesthetic                         | text                        | YES
 lalaverse_brands                 | niche                             | text                        | YES
 lalaverse_brands                 | founder                           | text                        | YES
 lalaverse_brands                 | press_angle                       | text                        | YES
 lalaverse_brands                 | contact_name                      | character varying           | YES
 lalaverse_brands                 | contact_email                     | character varying           | YES
 lalaverse_brands                 | partnership_status                | character varying           | YES
 lalaverse_brands                 | website                           | character varying           | YES
 lalaverse_brands                 | created_at                        | timestamp with time zone    | NO
 lalaverse_brands                 | updated_at                        | timestamp with time zone    | NO
 lalaverse_brands                 | deleted_at                        | timestamp with time zone    | YES
